metric_month,marketing_year,geography,factor_key,factor_name,factor_group,value,unit,method,source_name,source_url,monthly_source_status
2019-03-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,66.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-03-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,43.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-03-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,40.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-03-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-03-01,2018/19,India,total_availability,Total availability,derived,2.672,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2019-03-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-03-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-03-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-03-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-03-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-04-01,2019/20,India,acreage_sown_area,Acreage (sown area),area,9.6,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-04-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,42.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2019-04-01,2019/20,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-04-01,2019/20,India,domestic_production,Domestic production,production,0.864,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-04-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,24.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2019-04-01,2019/20,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-04-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,58.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-04-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,62.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-04-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,50.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-04-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,52.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-04-01,2019/20,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-04-01,2019/20,India,total_availability,Total availability,derived,3.259,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2019-04-01,2019/20,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-04-01,2019/20,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-04-01,2019/20,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-04-01,2019/20,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-04-01,2019/20,India,yield_per_hectare,Yield per hectare,yield,3006.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-05-01,2019/20,India,acreage_sown_area,Acreage (sown area),area,9.6,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-05-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,68.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2019-05-01,2019/20,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-05-01,2019/20,India,domestic_production,Domestic production,production,1.44,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-05-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,39.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2019-05-01,2019/20,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-05-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,54.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-05-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,58.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-05-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-05-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,63.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-05-01,2019/20,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-05-01,2019/20,India,total_availability,Total availability,derived,3.835,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2019-05-01,2019/20,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-05-01,2019/20,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-05-01,2019/20,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-05-01,2019/20,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-05-01,2019/20,India,yield_per_hectare,Yield per hectare,yield,3006.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-06-01,2019/20,India,acreage_sown_area,Acreage (sown area),area,9.6,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-06-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,92.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2019-06-01,2019/20,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-06-01,2019/20,India,domestic_production,Domestic production,production,2.304,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-06-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,55.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2019-06-01,2019/20,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-06-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,52.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-06-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,56.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-06-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,70.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-06-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,74.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-06-01,2019/20,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-06-01,2019/20,India,total_availability,Total availability,derived,4.699,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2019-06-01,2019/20,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-06-01,2019/20,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
